"category","avg_age","avg_wins","avg_losses","avg_pw","avg_pl","avg_mov","avg_sos","avg_srs","avg_o_rtg","avg_d_rtg","avg_n_rtg","avg_pace","avg_f_tr","avg_x3p_ar","avg_ts_percent","avg_e_fg_percent","avg_tov_percent","avg_orb_percent","avg_ft_fga","avg_opp_e_fg_percent","avg_opp_tov_percent","avg_drb_percent","avg_opp_ft_fga"
"Champions",26.270886075949367,56.10126582278481,22.303797468354432,55.24050632911393,23.164556962025316,6.563670886075949,-0.36202531645569613,6.201898734177215,99.50379746835445,93.35696202531646,6.1468354430379755,97.54050632911391,0.3116962025316455,0.11815189873417724,0.5224810126582278,0.4772658227848102,9.7,19.584810126582273,0.23263291139240508,0.33032911392405057,9.773417721518987,47.49873417721518,0.14589873417721522
"Non-Champ Playoff Teams",26.067078189300418,46.71913580246913,32.89300411522634,46.25308641975309,33.359053497942384,2.486635802469139,-0.136553497942387,2.3506687242798314,102.7472222222222,100.26358024691339,2.4836419753086427,96.5038065843622,0.3185534979423872,0.14489403292181072,0.5289320987654317,0.4825946502057612,11.868930041152256,23.08497942386833,0.24023353909465012,0.4134444444444455,12.07767489711933,56.861831275720164,0.1923837448559671
